title_year,budget,movie_title,gross
2003,45000000,'Johnny English',28013509
1984,45000000,'Dune',27447471
2009,45000000,'Aliens in the Attic',25200412
2007,45000000,'Across the Universe',24343673
2008,45000000,'Revolutionary Road',22911480
2008,45000000,'Babylon A.D.',22532572
1994,45000000,'Frankenstein',22006296
1996,45000000,'The Glimmer Man',20404841
1996,45000000,'Multiplicity',20133326
2001,45000000,'The Pledge',19719930
2005,45000000,'The Producers: The Movie Musical',19398532
1996,45000000,'The Phantom',17220599
2005,45000000,'Rebound',16809014
2010,45000000,'The Ghost Writer',15541549
2000,45000000,'All the Pretty Horses',15527125
2008,45000000,'Bangkok Dangerous',15298133
1995,45000000,'Nixon',13668249
2012,45000000,'Dredd',13414714
1998,45000000,'Deep Rising',11203026
2011,45000000,'Johnny English Reborn',8305970
2008,45000000,'Miracle at St. Anna',7916887
2002,45000000,'Big Trouble',7262288
2006,45000000,'Man cheng jin dai huang jin jia',6566773
2007,45000000,'Love in the Time of Cholera',4617608
2002,45000000,'Pinocchio',3681811
1997,45000000,'Shadow Conspiracy',2154540
2012,45000000,'Foodfight!',0
2012,44500000,'Argo',136025503
1993,44000000,'The Fugitive',183875760
1985,44000000,'Rambo: First Blood Part II',150415432
1996,44000000,'Sleepers',53300852
2010,44000000,'Charlie St. Cloud',31206263
1996,44000000,'The Juror',22730924
2014,44000000,'The Interview',6105175
1980,44000000,'Heaven's Gate',3484331
2013,43000000,'The Heat',159581587
2000,43000000,'Finding Forrester',51768623
2000,43000000,'28 Days',37035515
2005,43000000,'Danny the Dog',24537621
2002,43000000,'The Sweetest Thing',24430272
2011,42500000,'The Mechanic',29121498
1993,42000000,'The Firm',158340892
2012,42000000,'21 Jump Street',138447667
1999,42000000,'Notting Hill',116089678
2000,42000000,'Chicken Run',106793915
2004,42000000,'Along Came Polly',88073507
1992,42000000,'Boomerang',70052444
2009,42000000,'Br\xc3\x83\xc2\xbcno',60054530
1963,42000000,'Cleopatra',57000000
2012,42000000,'Here Comes the Boom',45290318
2002,42000000,'High Crimes',41543207
1996,42000000,'The Mirror Has Two Faces',41267469
2011,42000000,'Red Riding Hood',37662162
2002,42000000,'The Mothman Prophecies',35228696
1989,42000000,'Licence to Kill',34667015
2012,42000000,'One for the Money',26414527
2001,42000000,'15 Minutes',24375436
2005,42000000,'Lord of War',24149632
1993,42000000,'Super Mario Bros.',20844907
1992,42000000,'Hero',19487173
2012,42000000,'Man on a Ledge',18620000
2010,42000000,'The Warrior's Way',5666340
1997,42000000,'McHale's Navy',4408420
2010,42000000,'Micmacs',1259693
2006,42000000,'Les Bronz\xc3\x83\xc2\xa9s 3: amis pour la vie',0
2015,42000000,'Pourquoi j'ai pas mang\xc3\x83\xc2\xa9 mon p\xc3\x83\xc2\xa8re',0
2002,41000000,'8 Mile',116724075
2001,41000000,'A Knight\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s Tale',56083966
2003,41000000,'The Medallion',22108977
2011,41000000,'The Big Year',7204138
1999,40000000,'The Sixth Sense',293506292
2005,40000000,'The Wedding Crashers',209218368
2010,40000000,'The Karate Kid',176591618
2015,40000000,'Fifty Shades of Grey',166167230
2009,40000000,'The Proposal',163958031
2013,40000000,'American Hustle',150117807
2003,40000000,'Cheaper by the Dozen',138614544
2014,40000000,'Lucy',126573960
2013,40000000,'Lone Survivor',125095601
1989,40000000,'Back to the Future Part II',118450002
1999,40000000,'Double Jeopardy',116735231
2003,40000000,'Spy Kids 3-D: Game Over',111760631
1996,40000000,'A Time to Kill',108766007
1992,40000000,'A League of Their Own',107533925
2016,40000000,'The Conjuring 2: The Enfield Poltergeist',102337361
2010,40000000,'The Social Network',96962694
2013,40000000,'42',95020213
2009,40000000,'Julie & Julia',94125426
2009,40000000,'He's Just Not That Into You',93953653
2016,40000000,'Ride Along 2',90862685
2006,40000000,'Scary Movie 4',90710620
2015,40000000,'Get Hard',90411453
2000,40000000,'Scream 3',89138076
1990,40000000,'Back to the Future Part III',88055283
2014,40000000,'Dumb and Dumber To',86208010
2014,40000000,'The Other Woman',83911193
1992,40000000,'Bram Stoker's Dracula',82522790
2006,40000000,'Eight Below',81612565
1999,40000000,'The Talented Mr. Ripley',81292135
2015,40000000,'The Intern',75764672
1992,40000000,'The Last of the Mohicans',75505856
2004,40000000,'Ray',75305995
2005,40000000,'Sin City',74103820
2015,40000000,'Bridge of Spies',72313754
2008,40000000,'Vantage Point',72266306
2009,40000000,'I Love You, Man'',71440011
2001,40000000,'Shallow Hal',70836296
1991,40000000,'JFK',70405498
2006,40000000,'Big Momma's House 2',70165972
2001,40000000,'The Mexican',66808615
2009,40000000,'The Final Destination',66477700
2009,40000000,'17 Again',64167069
2011,40000000,'Unknown',63686397
2010,40000000,'Get Him to the Greek',61153526
2003,40000000,'Gothika',59588068
2001,40000000,'Behind Enemy Lines',58855732
2011,40000000,'The Lincoln Lawyer',58009200
2004,40000000,'Shall We Dance?',57887882
2006,40000000,'Invincible',57806952
2013,40000000,'Escape From Planet Earth',57012977
1998,40000000,'Small Soldiers',55143823
1997,40000000,'Spawn',54979992
2014,40000000,'Horrible Bosses 2',54445357
2002,40000000,'The Count of Monte Cristo',54228104
2006,40000000,'The Prestige',53089891
2006,40000000,'The Lake House',52330111
2010,40000000,'Predators',52000688
2012,40000000,'The Odd Life of Timothy Green',51853450
1987,40000000,'The Living Daylights',51185000
2006,40000000,'Apocalypto',50866635
2007,40000000,'Music and Lyrics',50572589
1986,40000000,'Legal Eagles',49851591
2004,40000000,'Secret Window',47958031
2005,40000000,'The Skeleton Key',47907715
2014,40000000,'Jersey Boys',47047013
2008,40000000,'Made of Honor',46012734
1997,40000000,'The Rainmaker',45916769
1992,40000000,'Medicine Man',44948240
1997,40000000,'Amistad',44212592
2014,40000000,'A Million Ways to Die in The West',42720965
2011,40000000,'Final Destination 5',42587643
2005,40000000,'Fever Pitch',42071069
2007,40000000,'Aliens vs. Predator - Requiem',41797066
2014,40000000,'Sex Tape',38543473
2011,40000000,'Scream 4',38180928
1994,40000000,'Ri\xc2\xa2hie Ri\xc2\xa2h',38087756
2000,40000000,'Autumn in New York',37752931
2011,40000000,'Paul',37412945
2012,40000000,'The Guilt Trip',37134215
2011,40000000,'Colombiana',36665854
1999,40000000,'8MM',36443442
2000,40000000,'Hanging Up',36037909
1991,40000000,'The Doors',34416893
1999,40000000,'Mickey Blue Eyes',33864342
2000,40000000,'Pay it Forward',33508922
2011,40000000,'Arthur',33035397
2008,40000000,'Drillbit Taylor',32862104
2011,40000000,'Extremely Loud and Incredibly Close',31847881
1994,40000000,'The Shadow',31835600
2010,40000000,'Morning Glory',31011732
2005,40000000,'Get Rich or Die Tryin'',30981850
2000,40000000,'The Art of War',30199105
2013,40000000,'Grudge Match',29807260
2000,40000000,'Bless the Child',29374178
2005,40000000,'Rent',29077547
1999,40000000,'The Out-of-Towners',28544120
1996,40000000,'The Island of Dr. Moreau',27682712
2001,40000000,'The Musketeer',27053815
2008,40000000,'The Other Boleyn Girl',26814957
2001,40000000,'Sweet November',25288103
2007,40000000,'The Reaping',25126214
2011,40000000,'Season of the Witch',24827228
1994,40000000,'Renaissance Man',24172899
1998,40000000,'Quest for Camelot',22772500
2002,40000000,'City by the Sea',22433915
1999,40000000,'At First Sight',22365133
2004,40000000,'Torque',21176322
2009,40000000,'The Fantastic Mr. Fox',21002919
1995,40000000,'Showgirls',20350754
1996,40000000,'City Hall',20278055
2012,40000000,'Big Miracle',20157300
2012,40000000,'The Impossible',19019882
2012,40000000,'A Thousand Words',18450127
2006,40000000,'Marie Antoinette',15962471
2000,40000000,'Get Carter',14967182
1995,40000000,'Kiss of Death',14942422
2002,40000000,'Life, or Something Like It'',14448589
1987,40000000,'Ishtar',14375181
1992,40000000,'Memoirs of an Invisible Man',14358033
2009,40000000,'Amelia',14279575
2009,40000000,'Cirque du Freak: The Vampire's Assistant',14046595
2004,40000000,'New York Minute',14018364
1999,40000000,'The Deep End of the Ocean',13508635
2004,40000000,'Alfie',13395939
2002,40000000,'FearDotCom',13208023
2008,40000000,'Soul Men',12082391
2015,40000000,'The Gunman',10664749
1999,40000000,'Universal Soldier II: The Return',10447421
2009,40000000,'Pandorum',10330853
2003,40000000,'Duplex',9652000
2013,40000000,'Paranoia',7388654
1980,40000000,'Raise the Titanic',7000000
2015,40000000,'Baahubali: The Beginning',6738000
2002,40000000,'Impostor',6114237
2015,40000000,'Victor Frankenstein',5775076
2002,40000000,'Extreme Ops',4835968
2001,40000000,'Just Visiting',4777007
2014,40000000,'Snowpiercer',4563029
2007,40000000,'Sunshine',3688560
1994,40000000,'The Hudsucker Proxy',2816518
1986,40000000,'Pirates',1641825
2008,40000000,'Delgo',915840
2007,40000000,'The Hunting Party',876671
2006,40000000,'Alex Rider: Operation Stormbreaker',659210
2009,40000000,'Red Cliff',627047
2004,40000000,'The Last Shot',463730
2010,40000000,'The Warlords',129078
2007,40000000,'Nomad',79123
2013,40000000,'Un monstre \xc3\x83\xc2\xa0 Paris ',0
2014,40000000,'Dragon Nest Warriors' Dawn',0
2015,40000000,'The Crow',0
2009,39000000,'The Time Traveler's Wife',63414846
1983,39000000,'Superman III',59950623
2007,39000000,'Because I Said So',42674040
2012,39000000,'Frankenweenie',35287788
1996,39000000,'Sgt. Bilko',30356589
2005,39000000,'Serenity',25514517
2004,39000000,'Against the Ropes',5881504
2013,38600000,'Yi dai zong shi',6594959
2001,38000000,'The Fast and the Furious',144512310
2002,38000000,'Sweet Home Alabama',127214072
2009,38000000,'The Ugly Truth',88915214
2002,38000000,'Spy Kids 2: The Island of Lost Dreams',85846296
1994,38000000,'Star Trek: Generations',75671262
2015,38000000,'Paul Blart: Mall Cop 2',71038190
1997,38000000,'Mouse Hunt',61894591
2011,38000000,'Water for Elephants',58709717
2010,38000000,'Life as We Know It',53374681
1999,38000000,'The Hurricane',50699241
2013,38000000,'Riddick',42025135
2001,38000000,'Heartbreakers',40334024
2002,38000000,'Enough',39177215
2016,38000000,'The 5th Wave',34912982
2009,38000000,'Push',31811527
2013,38000000,'Rush',26947624
2001,38000000,'Angel Eyes',24044532
2001,38000000,'Joe Somebody',22770864
2000,38000000,'The Ninth Gate',18653746
1996,38000000,'Extreme Measures',17378193
2001,38000000,'Rock Star',16991902
2011,38000000,'The Thing',16928670
1996,38000000,'White Squall',10229300
2008,38000000,'City of Ember',7871693
1997,38000000,'Switchback',6504442
2001,38000000,'Texas Rangers',623374
2008,38000000,'Virgin Territory',0
2012,37500000,'What to Expect When You're Expecting',41152203
2012,37500000,'The Master',16247159
2008,37500000,'The Express',9793406
2008,37000000,'Twilight',192769854
2013,37000000,'We're the Millers',150394119
2015,37000000,'Creed',109767581
2010,37000000,'The Town',92186262
2011,37000000,'Dolphin Tale',72286779
2008,37000000,'Burn After Reading',60355347
2008,37000000,'Nim's Island',48006762
2016,37000000,'How to be Single',46843513
2010,37000000,'Cop Out',44875481
2011,37000000,'The Rite',33047633
2008,37000000,'Space Chimps',30105968
1999,37000000,'Magnolia',22450975
2015,37000000,'Aloha',21052030
2009,36500000,'Obitaemyy ostrov',0
2011,36000000,'Gnomeo and Juliet',99967670
2002,36000000,'John Q',71026631
1999,36000000,'Blue Streak',68208190
1983,36000000,'Never Say Never Again',55500000
2010,36000000,'Hot Tub Time Machine',50269859
1997,36000000,'Breakdown',50159144
2014,36000000,'Dolphin Tale 2',42024533
2003,36000000,'A Man Apart',26500000
2000,36000000,'Reindeer Games',23360779
1999,36000000,'Snow Falling on Cedars',14378353
1996,36000000,'Ghosts of Mississippi',13052741
1997,36000000,'Gattaca',12532777
2000,36000000,'Isn't She Great',2954405
2016,36000000,'Yip Man 3',2679437
2011,36000000,'There Be Dragons',1069334
2003,35200000,'Head of State',37788228
2009,35000000,'The Hangover',277322503
2009,35000000,'The Blind Side',255959475
1989,35000000,'Batman',251188924
1999,35000000,'Austin Powers: The Spy Who Shagged Me',206040085
2010,35000000,'True Grit',171243005
1992,35000000,'Lethal Weapon 3',144731527
1998,35000000,'Rush Hour',141186864
2013,35000000,'Identity Thief',134506920
2006,35000000,'The Devil Wears Prada',124740460
2011,35000000,'Horrible Bosses',117538559
2001,35000000,'Spy Kids',112692062
2015,35000000,'Trainwreck',110038130
2013,35000000,'Saving Mr. Banks',83299761
1979,35000000,'Star Trek: The Motion Picture',82258456
2008,35000000,'21',81159365
2008,35000000,'What Happens in Vegas...',80277646
1991,35000000,'Cape Fear',79091969
1996,35000000,'The English Patient',78716374
2005,35000000,'Guess Who',68915888
2012,35000000,'This is 40',67544505
1997,35000000,'L.A. Confidential',64604977
2005,35000000,'Sky High',63939454
1997,35000000,'In & Out',63826569
2010,35000000,'A Nightmare on Elm Street',63075011
2000,35000000,'The Cell',61280963
1995,35000000,'Species',60054449
2006,35000000,'The Benchwarmers',59843754
2010,35000000,'Secretariat',59699513
1998,35000000,'The Man in the Iron Mask',56968169
2011,35000000,'Friends with Benefits',55802754
2016,35000000,'Neighbors 2: Sorority Rising',55340730
2007,35000000,'TMNT',54149098
2003,35000000,'Radio',52333738
2009,35000000,'Old Dogs',49492060
1992,35000000,'Malcolm X',48169910
2015,35000000,'Poltergeist',47425125
2009,35000000,'Underworld 3: Rise of the Lycans',45802315
2005,35000000,'Must Love Dogs',43894863
2007,35000000,'License to Wed',43799818
1997,35000000,'Donnie Brasco',41954997
2008,35000000,'Max Payne',40687294
2002,35000000,'Resident Evil',40119709
2004,35000000,'The Ladykillers',39692139
2011,35000000,'Something Borrowed',39046489
2006,35000000,'The Nativity Story',37629831
2011,35000000,'In Time',37553932
2010,35000000,'The Back-up Plan',37490007
2011,35000000,'J. Edgar',37306030
2000,35000000,'Bounce',36805288
2015,35000000,'Hot Pursuit',34580201
2015,35000000,'Concussion',34531832
2004,35000000,'Closer',33987757
1994,35000000,'Street Fighter',33423000
2001,35000000,'Black Knight',33422806
2005,35000000,'The Bad News Bears',32868349
2002,35000000,'The Pianist',32519322
2005,35000000,'House of Wax',32064800
2001,35000000,'From Hell',31598308
2008,35000000,'Mirrors',30691439
2002,35000000,'Queen of the Damned',30307804
2010,35000000,'Nanny McPhee and the Big Bang',29197642
2008,35000000,'Untraceable',28687835
1990,35000000,'Predator 2',28317513
2011,35000000,'Abduction',28087155
1980,35000000,'Flash Gordon',27107960
2008,35000000,'Superhero Movie',26638520
1999,35000000,'Blast from the Past',26613620
2012,35000000,'Alex Cross',25888412
2004,35000000,'Jersey Girl',25266129
1997,35000000,'Midnight in the Garden of Good and Evil',25078937
2001,35000000,'Heist',23483357
1992,35000000,'Hoffa',23365858
2004,35000000,'Ella Enchanted',22913677
2008,35000000,'The X-Files: I Want to Believe',20982478
2012,35000000,'Premium Rush',20275446
2013,35000000,'Broken City',19701164
2005,35000000,'Valiant',19478106
2000,35000000,'Wonder Boys',19389454
2005,35000000,'Cursed',19294901
2007,35000000,'Walk Hard: The Dewey Cox Story',18317151
2002,35000000,'The Four Feathers',18306166
2010,35000000,'Furry Vengeance',17630465
2013,35000000,'Parker',17616641
2004,35000000,'Wimbledon',16862585
2000,35000000,'Bait',15325127
2000,35000000,'Dungeons and Dragons',15185241
2007,35000000,'Lions for Lambs',14998070
1991,35000000,'Flight of the Intruder',14471440
2011,35000000,'The Tree of Life',13305665
2001,35000000,'American Outlaws',13264986
2006,35000000,'Zoom',11989328
2001,35000000,'The Shipping News',11405825
2009,35000000,'The Young Victoria',11001272
2014,35000000,'Sabotage',10508518
1998,35000000,'Knock Off',10319915
2009,35000000,'Whiteout',10275638
2015,35000000,'Unfinished Business',10219501
2006,35000000,'The Fountain',10144010
2015,35000000,'The Walk',10137502
2013,35000000,'Mandela: Long Walk to Freedom',8323085
2008,35000000,'Punisher: War Zone',8050977
2003,35000000,'The Order',7659747
2006,35000000,'A Good Year',7459300
2002,35000000,'Femme Fatale',6630252
1997,35000000,'Warriors of Virtue',6448817
2003,35000000,'Luther',5781086
2010,35000000,'Biutiful',5101237
1992,35000000,'Radio Flyer',4651977
1993,35000000,'Bound by Honor',4496583
1997,35000000,'Smilla's Sense of Snow',2221994
1986,35000000,'Playing for Keeps',2000000
1980,35000000,'Lion of the Desert',1500000
1996,35000000,'Le hussard sur le toit',1320043
1999,35000000,'Ride With the Devil',630779
2012,35000000,'Stolen',289773
2006,35000000,'Bandidas',0
2015,35000000,'The Lovers',0
2008,35000000,'Black Water Transit',0
2011,34800000,'The Darkest Hour',21443494
2014,34000000,'The Maze Runner',102427862
2015,34000000,'The Longest Ride',37446117
1993,34000000,'The Age of Innocence',32014993
2009,34000000,'Gake no ue no Ponyo',15090399
1999,34000000,'Chill Factor',11263966
1999,34000000,'The Astronaut's Wife',10672566
2000,34000000,'I Dreamed of Africa',6543194
2014,34000000,'Thunder and the House of Magic',4091
1981,33500000,'Reds',50000000
1992,33000000,'A Few Good Men',141340178
2000,33000000,'Big Momma's House',117559438
2001,33000000,'Exit Wounds',51758599
2012,33000000,'Step Up Revolution',35074677
2006,33000000,'Snakes on a Plane',34020814
2004,33000000,'The Punisher',33664370
2000,33000000,'The Watcher',28946615
2012,33000000,'Safe',17142080
2008,33000000,'Doomsday',11008770
1999,33000000,'Pushing Tin',8408835
2006,33000000,'Goal! The Dream Begins',4283255
2015,33000000,'The Young and Prodigious T.S. Spivet',176847
2016,33000000,'Rings',0
1983,32500000,'Star Wars Ep. VI: Return of the Jedi',309205079
2011,32500000,'Bridesmaids',169106725
2008,32500000,'The Reader',34194407
2013,32500000,'The Big Wedding',21819348
2012,32500000,'Wanderlust',17288155
2003,32000000,'Elf',173398518
1996,32000000,'Phenomenon',104636382
2013,32000000,'This is the End',101470202
2002,32000000,'Snow Dogs',81150692
2006,32000000,'Nacho Libre',80197993
1988,32000000,'Scrooged',59450353
2010,32000000,'Takers',57744720
2011,32000000,'Source Code',54712227
1999,32000000,'Stigmata',50041732
2000,32000000,'Men of Honor',48814909
2005,32000000,'The Transporter 2',43095856
2011,32000000,'Big Mommas: Like Father, Like Son'',37915414
1993,32000000,'Alive',36299670
2007,32000000,'The Number 23',35193167
1979,32000000,'1941',34175000
2005,32000000,'Dreamer: Inspired by a True Story',33022286
2005,32000000,'A History of Violence',31493782
2013,32000000,'The Incredible Burt Wonderstone',22537881
1995,32000000,'The Quick and the Dead',18552460
2004,32000000,'Laws of Attraction',17848322
2010,32000000,'Going the Distance',17804299
1999,32000000,'Bringing Out The Dead',16640210
2010,32000000,'Repo Men',13942007
2007,32000000,'D-War',10977721
1996,32000000,'Bogus',4357406
1997,32000000,'Cats Don't Dance',3588602
1999,32000000,'Cradle Will Rock',2899970
2006,32000000,'The Good German',1308696
2004,32000000,'George and the Dragon',0
1979,31500000,'Apocalypse Now',78800000
2016,31500000,'Criminal',14708696
2012,31000000,'Flight',93772375
1995,31000000,'Mr. Holland's Opus',82582604
1985,31000000,'Out of Africa',79096868
1979,31000000,'Moonraker',70300000
2014,31000000,'The Grand Budapest Hotel',59076019
2015,31000000,'Vacation',58884188
1990,31000000,'Arachnophobia',53208180
2000,31000000,'Frequency',44983704
2001,31000000,'Hearts in Atlantis',24185781
2010,31000000,'Extraordinary Measures',12482741
1995,30250000,'Get Shorty',72021008
1984,30000000,'Ghostbusters',242212467
1995,30000000,'Toy Story',191796233
2002,30000000,'Chicago',170687518
1999,30000000,'Big Daddy',163479795
2001,30000000,'American Pie 2',145096820
2012,30000000,'The Vow',125014030
1994,30000000,'Speed',121248145
1990,30000000,'The Hunt for Red October',120709866
2013,30000000,'Lee Daniels' The Butler',116632095
2000,30000000,'Remember the Titans',115654751
2009,30000000,'District 9',115646235
2004,30000000,'Dodgeball: A True Underdog Story',114326736
1991,30000000,'The Addams Family',113502246
1995,30000000,'Ace Ventura: When Nature Calls',108360063
2001,30000000,'The Princess Diaries',108244774
1999,30000000,'Analyze This',106885658
1996,30000000,'The First Wives Clu',105489203
2004,30000000,'Million Dollar Baby',100492203
1995,30000000,'Se7en',100125643
2003,30000000,'Mystic River',90135191
1999,30000000,'Pokemon: The First Movie',85744662
2004,30000000,'SpongeBob SquarePants: The Movie',85416609
2009,30000000,'Up in the Air',83823381
2004,30000000,'The Notebook',81001787
2009,30000000,'Hannah Montana the Movie',79576189
2008,30000000,'27 Dresses',76808654
2000,30000000,'Rugrats in Paris',76501438
1991,30000000,'The Prince of Tides',74787599
2005,30000000,'Four Brothers',74494381
1994,30000000,'Legends of the Fall',66502573
2012,30000000,'Looper',66486205
2013,30000000,'Warm Bodies',66380662
2002,30000000,'About Schmidt',65005217
2014,30000000,'The Nut Jo',64251538
2001,30000000,'Down to Earth',64172251
1995,30000000,'Babe',63658910
2012,30000000,'Hope Springs',63536011
2008,30000000,'Forgetting Sarah Marshall',63172463
2004,30000000,'Friday Night Lights',61255921
2008,30000000,'Baby Mama',60494212
1998,30000000,'Hope Floats',60110313
2009,30000000,'Bride Wars',58715510
2004,30000000,'Without a Paddle',58156435
2004,30000000,'13 Going On 30',57139723
2011,30000000,'Midnight in Paris',56816662
2005,30000000,'Wallace & Gromit: The Curse of the Were-Rabbit',56068547
2007,30000000,'P.S. I Love You',53695808
2005,30000000,'The Corpse Bride',53359111
2010,30000000,'Letters to Juliet',53032453
2001,30000000,'Blow',52990775
1999,30000000,'Message in a Bottle',52880016
2015,30000000,'Southpaw',52421953
1989,30000000,'Star Trek V: The Final Frontier',52210049
2002,30000000,'Like Mike',51432423
1994,30000000,'Naked Gun 33 1/3: The Final Insult',51041856
2007,30000000,'Atonement',50980159
1985,30000000,'A View to a Kill',50327960
2005,30000000,'Racing Stripes',49772522
2015,30000000,'Sicario',46889293
1989,30000000,'Black Rain',45892212
2012,30000000,'The Three Stooges',44338224
2000,30000000,'Pokemon 2000',43746923
2006,30000000,'Glory Road',42647449
2015,30000000,'The Age of Adaline',42629776
2010,30000000,'Step Up 3D',42400223
2009,30000000,'Drag Me To Hell',42100625
2012,30000000,'The Cabin in the Woods',42073277
2003,30000000,'Secondhand Lions',42070939
2006,30000000,'Stranger Than Fiction',40435190
2011,30000000,'Hanna',40259119
2002,30000000,'Blue Crush',40118420
2007,30000000,'30 Days of Night',39568996
1986,30000000,'Little Shop of Horrors',38747385
2006,30000000,'Gridiron Gang',38432823
1988,30000000,'Midnight Run',38413606
2008,30000000,'Meet the Spartans',38233676
1987,30000000,'The Running Man',38122000
2013,30000000,'The Family',36918811
1997,30000000,'Mortal Kombat: Annihilation',35927406
2011,30000000,'Larry Crowne',35608245
2013,30000000,'Carrie',35266619
2006,30000000,'Take the Lead',34742066
2010,30000000,'Love and Other Drugs',32367005
2015,30000000,'Entourage',32363404
2001,30000000,'What's the Worst That Could Happen?',32267774
2013,30000000,'Side Effects',32172757
2009,30000000,'9',31749894
2014,30000000,'Deliver Us from Evil',30577122
2014,30000000,'Get on Up',30569935
2012,30000000,'The Five-Year Engagement',28700285
2004,30000000,'The Prince & Me',28165882
2011,30000000,'Winnie the Pooh',26692846
1998,30000000,'Bulworth',26528684
2003,30000000,'Dumb and Dumberer: When Harry Met Lloyd',26214846
1995,30000000,'Virtuosity',23998226
1998,30000000,'One True Thing',23337196
2011,30000000,'Sanctum',23209310
2006,30000000,'My Super Ex-Girlfriend',22530295
2004,30000000,'Mr. 3000',21800302
2010,30000000,'The Next Three Days',21148651
2004,30000000,'Little Black Book',20422207
2005,30000000,'Assault On Precinct 13',20040895
2013,30000000,'Runner Runner',19316646
1998,30000000,'The Replacement Killers',19035741
2006,30000000,'Ultraviolet',18522064
2005,30000000,'North Country',18324242
2011,30000000,'Fright Night',18298649
2002,30000000,'Eight Legged Freaks',17266505
1996,30000000,'Fled',17192205
2010,30000000,'Splice',17010170
2008,30000000,'88 Minutes',16930884
2004,30000000,'The Whole Ten Yards',16323969
1986,30000000,'Howard the Duck',16295774
2008,30000000,'Pride and Glory',15740721
2005,30000000,'The Cave',15007991
2004,30000000,'Godsend',14334645
2003,30000000,'Alex & Emma',14208384
2004,30000000,'Wicker Park',13001257
2005,30000000,'The New World',12712093
2013,30000000,'The Last Stand',12050299
1999,30000000,'In Dreams',12017369
1999,30000000,'Wing Commander',11578022
2001,30000000,'Antitrust',10965209
2013,30000000,'Dead Man Down',10895295
2011,30000000,'Hoodwinked Too: Hood vs. Evil',10143779
2009,30000000,'Dragonball Evolution',9362785
2004,30000000,'First Daughter',9055010
2005,30000000,'An Unfinished Life',8535575
2009,30000000,'The Imaginarium of Doctor Parnassus',7689607
2010,30000000,'Barney's Version',7502560
2002,30000000,'Trapped',6916869
1984,30000000,'Once Upon a Time in America',5321508
1999,30000000,'Gloria',4167493
2007,30000000,'The Assassination of Jesse James by the Coward Robert Ford',3909149
2004,30000000,'The Merchant of Venice',3765585
2003,30000000,'The Good Thief',3517797
2005,30000000,'Supercross',3102550
2006,30000000,'Miss Potter',3005605
2006,30000000,'Wu ji',669625
2011,30000000,'Machine Gun Preacher',538690
2007,30000000,'DOA: Dead or Alive',480314
2010,30000000,'Le Petit Nicolas',201857
2011,30000000,'Xinhai geming',135739
2015,30000000,'Wild Card',3200
2015,30000000,'United Passions',918
2010,30000000,'Konferenz der Tiere',0
2015,30000000,'Grace of Monaco',0
2007,30000000,'Goodbye Bafana',0
2016,30000000,'Savva. Serdtse voyna',0
2013,30000000,'Space Pirate Captain Harlock',0
2016,30000000,'Sausage Party',0
2003,30000000,'Ripley's Game',0
2015,29000000,'Pitch Perfect 2',183785415
2005,29000000,'Walk the Line',119519402
2016,29000000,'The Boss',63077560
1995,29000000,'Twelve Monkeys',57141459
2003,29000000,'Once Upon a Time in Mexico',56330657
2000,29000000,'Keeping the Faith',37036404
1998,29000000,'The Borrowers',22619589
2008,29000000,'Frost/Nixon',18622031
2004,29000000,'Seed of Chucky',17016190
2002,29000000,'Serving Sara',16930185
2002,29000000,'Confessions of a Dangerous Mind',16007718
2009,29000000,'Taking Woodstock',7460204
1987,29000000,'Cry Freedom',5899797
2016,29000000,'Florence Foster Jenkins',0
1999,28700000,'Mumford',4559569
2005,28500000,'The Jacket',6301131
1992,28000000,'Aladdin',217350219
1984,28000000,'Indiana Jones and the Temple of Doom',179880271
2015,28000000,'Straight Outta Compton',161058685
1998,28000000,'The Rugrats Movie',100494685
1988,28000000,'Die Hard',81350242
2001,28000000,'Along Came a Spider',74058698
2013,28000000,'Safe Haven',71399120
2015,28000000,'The Big Short',70259870
2008,28000000,'Role Models',67300955
2014,28000000,'Alexander and the Terrible, Horrible, No Good, Very Bad Day'',66954149
2004,28000000,'Miracle',64378093
2013,28000000,'Last Vegas',63914167
2001,28000000,'The Wedding Planner',60400856
2004,28000000,'Dawn of the Dead',58990765
1981,28000000,'For Your Eyes Only',54800000
2001,28000000,'The Royal Tenenbaums',52353636
2003,28000000,'Identity',52131264
2001,28000000,'Serendipity',50255310
2010,28000000,'Kick-Ass',48071303
2001,28000000,'Zoolander',45172250
1994,28000000,'Timecop',44853581
2007,28000000,'No Reservations',43107979
1993,28000000,'Hocus Pocus',39360491
2005,28000000,'Pride & Prejudice',38372662
2011,28000000,'30 Minutes or Less',37053924
2000,28000000,'Dracula 2000',33000377
1982,28000000,'Blade Runner',32656328
1995,28000000,'Rob Roy',31390587
2014,28000000,'3 Days to Kill',30697999
2013,28000000,'Kick-Ass 2',28795985
2007,28000000,'We Own the Night',28563179
2014,28000000,'A Walk Among the Tombstones',26017685
2010,28000000,'The Spy Next Door',24307106
2014,28000000,'Brick Mansions',20396829
2006,28000000,'Just My Luck',17326650
2000,28000000,'Lost Souls',16779636
2003,28000000,'Winged Migration',11689053
2016,28000000,'Pride and Prejudice and Zombies',10907291
1999,28000000,'Mystery, Alaska'',8891623
2001,28000000,'John Carpenter's Ghosts of Mars',8434601
1997,28000000,'A Simple Wish',8165213
2015,28000000,'Our Brand is Crisis',7002261
1997,28000000,'Kundun',5686694
